image,label
27687.jpg,branch retinal vein occlusion (brvo)
21486.jpg,branch retinal vein occlusion (brvo)
104037.jpg,branch retinal vein occlusion (brvo)
133764.jpg,branch retinal vein occlusion (brvo)
132895.jpg,branch retinal vein occlusion (brvo)
16151.jpg,branch retinal vein occlusion (brvo)
5133.jpg,branch retinal vein occlusion (brvo)
59129.jpg,branch retinal vein occlusion (brvo)
112287.jpg,branch retinal vein occlusion (brvo)
26425.jpg,branch retinal vein occlusion (brvo)
105058.jpg,branch retinal vein occlusion (brvo)
105062.jpg,branch retinal vein occlusion (brvo)
18539.jpg,branch retinal vein occlusion (brvo)
27789.jpg,branch retinal vein occlusion (brvo)
14190.jpg,branch retinal vein occlusion (brvo)
14213.jpg,branch retinal vein occlusion (brvo)
5832.jpg,branch retinal vein occlusion (brvo)
22136.jpg,branch retinal vein occlusion (brvo)
28615.jpg,branch retinal vein occlusion (brvo)
14216.jpg,branch retinal vein occlusion (brvo)
14210.jpg,branch retinal vein occlusion (brvo)
3296.jpg,branch retinal vein occlusion (brvo)
325.jpg,branch retinal vein occlusion (brvo)
722.jpg,branch retinal vein occlusion (brvo)
10833.jpg,branch retinal vein occlusion (brvo)
15924.jpg,branch retinal vein occlusion (brvo)
17906.jpg,branch retinal vein occlusion (brvo)
14179.jpg,branch retinal vein occlusion (brvo)
15383.jpg,branch retinal vein occlusion (brvo)
29185.jpg,branch retinal vein occlusion (brvo)
14228.jpg,branch retinal vein occlusion (brvo)
5134.jpg,branch retinal vein occlusion (brvo)
18881.jpg,branch retinal vein occlusion (brvo)
833.jpg,branch retinal vein occlusion (brvo)
7099.jpg,branch retinal vein occlusion (brvo)
14223.jpg,branch retinal vein occlusion (brvo)
14220.jpg,branch retinal vein occlusion (brvo)
15928.jpg,branch retinal vein occlusion (brvo)
27052.jpg,branch retinal vein occlusion (brvo)
122848.jpg,branch retinal vein occlusion (brvo)
15932.jpg,branch retinal vein occlusion (brvo)
5129.jpg,branch retinal vein occlusion (brvo)
131331.jpg,branch retinal vein occlusion (brvo)
14200.jpg,branch retinal vein occlusion (brvo)
39300.jpg,branch retinal vein occlusion (brvo)
15380.jpg,branch retinal vein occlusion (brvo)
66351.jpg,branch retinal vein occlusion (brvo)
28610.jpg,branch retinal vein occlusion (brvo)
15935.jpg,branch retinal vein occlusion (brvo)
1427.jpg,branch retinal vein occlusion (brvo)
12903.jpg,branch retinal vein occlusion (brvo)
15236.jpg,branch retinal vein occlusion (brvo)
28637.jpg,branch retinal vein occlusion (brvo)
319.jpg,branch retinal vein occlusion (brvo)
133521.jpg,branch retinal vein occlusion (brvo)
1118.jpg,branch retinal vein occlusion (brvo)
5830.jpg,branch retinal vein occlusion (brvo)
5833.jpg,branch retinal vein occlusion (brvo)
18715.jpg,branch retinal vein occlusion (brvo)
14193.jpg,branch retinal vein occlusion (brvo)
57046.jpg,branch retinal vein occlusion (brvo)
15233.jpg,branch retinal vein occlusion (brvo)
15243.jpg,branch retinal vein occlusion (brvo)
19749.jpg,branch retinal vein occlusion (brvo)
68385.jpg,branch retinal vein occlusion (brvo)
7100.jpg,branch retinal vein occlusion (brvo)
104038.jpg,branch retinal vein occlusion (brvo)
5407.jpg,branch retinal vein occlusion (brvo)
15385.jpg,branch retinal vein occlusion (brvo)
10980.jpg,branch retinal vein occlusion (brvo)
15379.jpg,branch retinal vein occlusion (brvo)
7772.jpg,branch retinal vein occlusion (brvo)
10984.jpg,branch retinal vein occlusion (brvo)
14229.jpg,branch retinal vein occlusion (brvo)
104039.jpg,branch retinal vein occlusion (brvo)
53825.jpg,branch retinal vein occlusion (brvo)
318.jpg,branch retinal vein occlusion (brvo)
116561.jpg,branch retinal vein occlusion (brvo)
5130.jpg,branch retinal vein occlusion (brvo)
22144.jpg,branch retinal vein occlusion (brvo)
18884.jpg,branch retinal vein occlusion (brvo)
14177.jpg,branch retinal vein occlusion (brvo)
14236.jpg,branch retinal vein occlusion (brvo)
14175.jpg,branch retinal vein occlusion (brvo)
28087.jpg,branch retinal vein occlusion (brvo)
17532.jpg,branch retinal vein occlusion (brvo)
104036.jpg,branch retinal vein occlusion (brvo)
14227.jpg,branch retinal vein occlusion (brvo)
7398.jpg,branch retinal vein occlusion (brvo)
15936.jpg,branch retinal vein occlusion (brvo)
24289.jpg,branch retinal vein occlusion (brvo)
5127.jpg,branch retinal vein occlusion (brvo)
19943.jpg,branch retinal vein occlusion (brvo)
14192.jpg,branch retinal vein occlusion (brvo)
25531.jpg,branch retinal vein occlusion (brvo)
15388.jpg,branch retinal vein occlusion (brvo)
14205.jpg,branch retinal vein occlusion (brvo)
18712.jpg,branch retinal vein occlusion (brvo)
14186.jpg,branch retinal vein occlusion (brvo)
121811.jpg,branch retinal vein occlusion (brvo)
15925.jpg,branch retinal vein occlusion (brvo)
14204.jpg,branch retinal vein occlusion (brvo)
133734.jpg,branch retinal vein occlusion (brvo)
16751.jpg,branch retinal vein occlusion (brvo)
22134.jpg,branch retinal vein occlusion (brvo)
15242.jpg,branch retinal vein occlusion (brvo)
116558.jpg,branch retinal vein occlusion (brvo)
17543.jpg,branch retinal vein occlusion (brvo)
10981.jpg,branch retinal vein occlusion (brvo)
39301.jpg,branch retinal vein occlusion (brvo)
18880.jpg,branch retinal vein occlusion (brvo)
19942.jpg,branch retinal vein occlusion (brvo)
15929.jpg,branch retinal vein occlusion (brvo)
27123.jpg,branch retinal vein occlusion (brvo)
17905.jpg,branch retinal vein occlusion (brvo)
116570.jpg,branch retinal vein occlusion (brvo)
133425.jpg,branch retinal vein occlusion (brvo)
115504.jpg,branch retinal vein occlusion (brvo)
14185.jpg,branch retinal vein occlusion (brvo)
17537.jpg,branch retinal vein occlusion (brvo)
104041.jpg,branch retinal vein occlusion (brvo)
18883.jpg,branch retinal vein occlusion (brvo)
133235.jpg,branch retinal vein occlusion (brvo)
90271.jpg,branch retinal vein occlusion (brvo)
14178.jpg,branch retinal vein occlusion (brvo)
19748.jpg,branch retinal vein occlusion (brvo)
19566.jpg,branch retinal vein occlusion (brvo)
15930.jpg,branch retinal vein occlusion (brvo)
12904.jpg,branch retinal vein occlusion (brvo)
102972.jpg,branch retinal vein occlusion (brvo)
314.jpg,branch retinal vein occlusion (brvo)
14221.jpg,branch retinal vein occlusion (brvo)
17538.jpg,branch retinal vein occlusion (brvo)
132981.jpg,branch retinal vein occlusion (brvo)
21490.jpg,branch retinal vein occlusion (brvo)
17539.jpg,branch retinal vein occlusion (brvo)
18716.jpg,branch retinal vein occlusion (brvo)
7315.jpg,branch retinal vein occlusion (brvo)
14234.jpg,branch retinal vein occlusion (brvo)
19750.jpg,branch retinal vein occlusion (brvo)
28149.jpg,branch retinal vein occlusion (brvo)
24290.jpg,branch retinal vein occlusion (brvo)
321.jpg,branch retinal vein occlusion (brvo)
133051.jpg,branch retinal vein occlusion (brvo)
14212.jpg,branch retinal vein occlusion (brvo)
5831.jpg,branch retinal vein occlusion (brvo)
21488.jpg,branch retinal vein occlusion (brvo)
14201.jpg,branch retinal vein occlusion (brvo)
15232.jpg,branch retinal vein occlusion (brvo)
7504.jpg,branch retinal vein occlusion (brvo)
970.jpg,branch retinal vein occlusion (brvo)
14239.jpg,branch retinal vein occlusion (brvo)
116562.jpg,branch retinal vein occlusion (brvo)
14209.jpg,branch retinal vein occlusion (brvo)
17900.jpg,branch retinal vein occlusion (brvo)
84073.jpg,branch retinal vein occlusion (brvo)
14180.jpg,branch retinal vein occlusion (brvo)
29974.jpg,branch retinal vein occlusion (brvo)
17902.jpg,branch retinal vein occlusion (brvo)
14214.jpg,branch retinal vein occlusion (brvo)
15240.jpg,branch retinal vein occlusion (brvo)
130181.jpg,branch retinal vein occlusion (brvo)
120804.jpg,branch retinal vein occlusion (brvo)
17536.jpg,branch retinal vein occlusion (brvo)
17899.jpg,branch retinal vein occlusion (brvo)
34186.jpg,branch retinal vein occlusion (brvo)
18713.jpg,branch retinal vein occlusion (brvo)
28576.jpg,branch retinal vein occlusion (brvo)
10979.jpg,branch retinal vein occlusion (brvo)
15239.jpg,branch retinal vein occlusion (brvo)
14188.jpg,branch retinal vein occlusion (brvo)
22139.jpg,branch retinal vein occlusion (brvo)
15933.jpg,branch retinal vein occlusion (brvo)
6926.jpg,branch retinal vein occlusion (brvo)
15389.jpg,branch retinal vein occlusion (brvo)
27670.jpg,branch retinal vein occlusion (brvo)
28664.jpg,branch retinal vein occlusion (brvo)
27669.jpg,branch retinal vein occlusion (brvo)
116557.jpg,branch retinal vein occlusion (brvo)
131015.jpg,branch retinal vein occlusion (brvo)
14225.jpg,branch retinal vein occlusion (brvo)
15922.jpg,branch retinal vein occlusion (brvo)
320.jpg,branch retinal vein occlusion (brvo)
15384.jpg,branch retinal vein occlusion (brvo)
14187.jpg,branch retinal vein occlusion (brvo)
132916.jpg,branch retinal vein occlusion (brvo)
7397.jpg,branch retinal vein occlusion (brvo)
16149.jpg,branch retinal vein occlusion (brvo)
116566.jpg,branch retinal vein occlusion (brvo)
18882.jpg,branch retinal vein occlusion (brvo)
16146.jpg,branch retinal vein occlusion (brvo)
17544.jpg,branch retinal vein occlusion (brvo)
29959.jpg,branch retinal vein occlusion (brvo)
132915.jpg,branch retinal vein occlusion (brvo)
19567.jpg,branch retinal vein occlusion (brvo)
133848.jpg,branch retinal vein occlusion (brvo)
18717.jpg,branch retinal vein occlusion (brvo)
131145.jpg,branch retinal vein occlusion (brvo)
184.jpg,branch retinal vein occlusion (brvo)
3292.jpg,branch retinal vein occlusion (brvo)
1518.jpg,branch retinal vein occlusion (brvo)
64262.jpg,branch retinal vein occlusion (brvo)
116559.jpg,branch retinal vein occlusion (brvo)
14189.jpg,branch retinal vein occlusion (brvo)
14218.jpg,branch retinal vein occlusion (brvo)
28806.jpg,branch retinal vein occlusion (brvo)
15231.jpg,branch retinal vein occlusion (brvo)
116565.jpg,branch retinal vein occlusion (brvo)
15234.jpg,branch retinal vein occlusion (brvo)
105061.jpg,branch retinal vein occlusion (brvo)
21484.jpg,branch retinal vein occlusion (brvo)
24285.jpg,branch retinal vein occlusion (brvo)
17535.jpg,branch retinal vein occlusion (brvo)
316.jpg,branch retinal vein occlusion (brvo)
21481.jpg,branch retinal vein occlusion (brvo)
66324.jpg,branch retinal vein occlusion (brvo)
90284.jpg,branch retinal vein occlusion (brvo)
17528.jpg,branch retinal vein occlusion (brvo)
24127.jpg,stargardt disease
24107.jpg,stargardt disease
21064.jpg,stargardt disease
24043.jpg,stargardt disease
14562.jpg,stargardt disease
1162.jpg,stargardt disease
6479.jpg,stargardt disease
24042.jpg,stargardt disease
24134.jpg,stargardt disease
24193.jpg,stargardt disease
24194.jpg,stargardt disease
8836.jpg,stargardt disease
24075.jpg,stargardt disease
19515.jpg,stargardt disease
133561.jpg,stargardt disease
24048.jpg,stargardt disease
12628.jpg,stargardt disease
24123.jpg,stargardt disease
12622.jpg,stargardt disease
29861.jpg,stargardt disease
8290.jpg,stargardt disease
19003.jpg,stargardt disease
24125.jpg,stargardt disease
12627.jpg,stargardt disease
6923.jpg,stargardt disease
12778.jpg,stargardt disease
24120.jpg,stargardt disease
24139.jpg,stargardt disease
8990.jpg,stargardt disease
19006.jpg,stargardt disease
131165.jpg,stargardt disease
130441.jpg,stargardt disease
6898.jpg,stargardt disease
24089.jpg,stargardt disease
96689.jpg,stargardt disease
130595.jpg,stargardt disease
16441.jpg,stargardt disease
8831.jpg,stargardt disease
12625.jpg,stargardt disease
24047.jpg,stargardt disease
6924.jpg,stargardt disease
80936.jpg,stargardt disease
24084.jpg,stargardt disease
5020.jpg,stargardt disease
21045.jpg,stargardt disease
5023.jpg,stargardt disease
12785.jpg,stargardt disease
85106.jpg,stargardt disease
6247.jpg,stargardt disease
8860.jpg,stargardt disease
8995.jpg,stargardt disease
21043.jpg,stargardt disease
19011.jpg,stargardt disease
24124.jpg,stargardt disease
85107.jpg,stargardt disease
3339.jpg,stargardt disease
8829.jpg,stargardt disease
24040.jpg,stargardt disease
21067.jpg,stargardt disease
24081.jpg,stargardt disease
12623.jpg,stargardt disease
1710.jpg,stargardt disease
8263.jpg,stargardt disease
26600.jpg,stargardt disease
19005.jpg,stargardt disease
21053.jpg,stargardt disease
12619.jpg,stargardt disease
24180.jpg,stargardt disease
19001.jpg,stargardt disease
29850.jpg,stargardt disease
24054.jpg,stargardt disease
19527.jpg,stargardt disease
6920.jpg,stargardt disease
24108.jpg,stargardt disease
24055.jpg,stargardt disease
12776.jpg,stargardt disease
8835.jpg,stargardt disease
12774.jpg,stargardt disease
18264.jpg,stargardt disease
24092.jpg,stargardt disease
19522.jpg,stargardt disease
24133.jpg,stargardt disease
12781.jpg,stargardt disease
130934.jpg,stargardt disease
9001.jpg,stargardt disease
131343.jpg,stargardt disease
24082.jpg,stargardt disease
24086.jpg,stargardt disease
25569.jpg,stargardt disease
1535.jpg,stargardt disease
59157.jpg,stargardt disease
9009.jpg,stargardt disease
24074.jpg,stargardt disease
12777.jpg,stargardt disease
133573.jpg,stargardt disease
27943.jpg,stargardt disease
5121.jpg,stargardt disease
130543.jpg,stargardt disease
24037.jpg,stargardt disease
8991.jpg,stargardt disease
19523.jpg,stargardt disease
8865.jpg,stargardt disease
8824.jpg,stargardt disease
21063.jpg,stargardt disease
133515.jpg,stargardt disease
24179.jpg,stargardt disease
24039.jpg,stargardt disease
24109.jpg,stargardt disease
8988.jpg,stargardt disease
24080.jpg,stargardt disease
28718.jpg,stargardt disease
21060.jpg,stargardt disease
19002.jpg,stargardt disease
12789.jpg,stargardt disease
21051.jpg,stargardt disease
21068.jpg,stargardt disease
24118.jpg,stargardt disease
1422.jpg,stargardt disease
27945.jpg,stargardt disease
6251.jpg,stargardt disease
88206.jpg,stargardt disease
130507.jpg,stargardt disease
71476.jpg,stargardt disease
131373.jpg,stargardt disease
24183.jpg,stargardt disease
55991.jpg,stargardt disease
6390.jpg,stargardt disease
8978.jpg,stargardt disease
12787.jpg,stargardt disease
14571.jpg,stargardt disease
16435.jpg,stargardt disease
19007.jpg,stargardt disease
17331.jpg,stargardt disease
131344.jpg,stargardt disease
24192.jpg,stargardt disease
17330.jpg,stargardt disease
6248.jpg,stargardt disease
5126.jpg,stargardt disease
14561.jpg,stargardt disease
19014.jpg,stargardt disease
24114.jpg,stargardt disease
130544.jpg,stargardt disease
6925.jpg,stargardt disease
132709.jpg,stargardt disease
24142.jpg,stargardt disease
24113.jpg,stargardt disease
27944.jpg,stargardt disease
29860.jpg,stargardt disease
24117.jpg,stargardt disease
21062.jpg,stargardt disease
8827.jpg,stargardt disease
9007.jpg,stargardt disease
1712.jpg,stargardt disease
8832.jpg,stargardt disease
3250.jpg,stargardt disease
19528.jpg,stargardt disease
19524.jpg,stargardt disease
8768.jpg,stargardt disease
24045.jpg,stargardt disease
6478.jpg,stargardt disease
24136.jpg,stargardt disease
19013.jpg,stargardt disease
6897.jpg,stargardt disease
16436.jpg,stargardt disease
5122.jpg,stargardt disease
3151.jpg,stargardt disease
19525.jpg,stargardt disease
24137.jpg,stargardt disease
728.jpg,stargardt disease
16438.jpg,stargardt disease
26599.jpg,stargardt disease
24053.jpg,stargardt disease
12775.jpg,stargardt disease
8268.jpg,stargardt disease
24112.jpg,stargardt disease
5022.jpg,stargardt disease
8770.jpg,stargardt disease
24088.jpg,stargardt disease
3340.jpg,stargardt disease
8974.jpg,stargardt disease
8999.jpg,stargardt disease
5144.jpg,stargardt disease
24135.jpg,stargardt disease
24129.jpg,stargardt disease
9038.jpg,stargardt disease
19521.jpg,stargardt disease
12780.jpg,stargardt disease
28619.jpg,stargardt disease
5123.jpg,stargardt disease
8862.jpg,stargardt disease
24087.jpg,stargardt disease
6921.jpg,stargardt disease
12783.jpg,stargardt disease
1533.jpg,stargardt disease
16437.jpg,stargardt disease
131341.jpg,stargardt disease
9003.jpg,stargardt disease
25570.jpg,stargardt disease
6922.jpg,stargardt disease
5124.jpg,stargardt disease
6245.jpg,stargardt disease
14569.jpg,stargardt disease
131175.jpg,stargardt disease
14570.jpg,stargardt disease
88207.jpg,stargardt disease
21055.jpg,stargardt disease
21048.jpg,stargardt disease
19519.jpg,stargardt disease
14564.jpg,stargardt disease
14563.jpg,stargardt disease
8989.jpg,stargardt disease
6250.jpg,stargardt disease
81987.jpg,stargardt disease
24085.jpg,stargardt disease
12624.jpg,stargardt disease
8979.jpg,stargardt disease
8997.jpg,stargardt disease
12626.jpg,stargardt disease
8766.jpg,stargardt disease
24041.jpg,stargardt disease
19520.jpg,stargardt disease
132710.jpg,stargardt disease
1711.jpg,stargardt disease
18998.jpg,stargardt disease
14567.jpg,stargardt disease
5035.jpg,stargardt disease
3341.jpg,stargardt disease
24044.jpg,stargardt disease
29849.jpg,stargardt disease
24181.jpg,stargardt disease
26596.jpg,stargardt disease
24078.jpg,stargardt disease
8993.jpg,stargardt disease
3068.jpg,stargardt disease
1163.jpg,stargardt disease
8866.jpg,stargardt disease
24046.jpg,stargardt disease
26602.jpg,stargardt disease
24036.jpg,stargardt disease
1534.jpg,stargardt disease
8826.jpg,stargardt disease
85105.jpg,stargardt disease
21044.jpg,stargardt disease
9027.jpg,stargardt disease
19004.jpg,stargardt disease
21046.jpg,stargardt disease
19009.jpg,stargardt disease
24091.jpg,stargardt disease
24185.jpg,stargardt disease
5150.jpg,stargardt disease
88205.jpg,stargardt disease
130443.jpg,stargardt disease
